Date,Time,Require Amount,Measuring Amount
2020-10-22,16:26:26+08:00,9,9,Results,13.8165,13.818,13.8485,13.92,13.9075,13.9395,13.9845,13.982,13.9825
2020-10-22,16:29:14+08:00,9,9,Results,13.8165,13.817,13.8485,13.9195,13.907,13.9395,13.983,13.981,13.9815
2020-10-22,16:43:47+08:00,9,9,Results,13.818,13.82,13.848,13.9205,13.9085,13.939,13.9815,13.978,13.9825
2020-10-22,16:46:17+08:00,9,9,Results,13.827,13.801,13.8345,13.931,13.8975,13.9315,14.0025,13.9775,13.9795
2020-10-22,16:47:48+08:00,9,9,Results,13.8165,13.791,13.833,13.9245,13.867,13.933,14.001,13.9295,14.001
2020-10-22,16:49:16+08:00,9,9,Results,13.823,13.818,13.84,13.893,13.827,13.902,13.9035,13.8185,13.899
2020-10-22,16:50:10+08:00,9,9,Results,13.8295,13.8195,13.85,13.874,13.801,13.8725,13.85,13.765,13.852
2020-10-22,16:52:08+08:00,9,9,Results,13.8505,13.8105,13.8195,13.8605,13.7585,13.822,13.81,13.6875,13.772
2020-10-22,16:52:57+08:00,9,9,Results,13.8115,13.8015,13.829,13.8705,13.7775,13.8745,13.856,13.74,13.874
2020-10-22,16:54:13+08:00,9,9,Results,13.815,13.811,13.858,13.823,13.768,13.879,13.7665,13.7045,13.8525
2020-10-22,16:55:55+08:00,9,9,Results,13.8265,13.8055,13.829,13.8765,13.78,13.8605,13.8605,13.741,13.8505
2020-10-22,17:00:40+08:00,9,9,Results,13.8355,13.8075,13.83,13.87,13.778,13.8605,13.852,13.7295,13.8445
2020-10-22,17:02:20+08:00,9,9,Results,13.8425,13.809,13.811,13.8805,13.773,13.8535,13.876,13.734,13.8265
2020-10-22,17:03:14+08:00,9,9,Results,13.847,13.814,13.82,13.8885,13.79,13.8645,13.896,13.763,13.8435
2020-10-22,17:04:41+08:00,9,9,Results,13.835,13.809,13.834,13.8625,13.7715,13.869,13.8465,13.725,13.834
2020-10-22,17:06:06+08:00,9,9,Results,13.8335,13.8085,13.8305,13.8625,13.7705,13.8675,13.846,13.7235,13.8325
2020-10-22,17:12:01+08:00,9,9,Results,13.833,13.8115,13.848,13.8525,13.775,13.879,13.827,13.7245,13.8415
2020-10-22,17:14:54+08:00,9,9,Results,13.8125,13.772,13.792,13.9025,13.7965,13.879,13.934,13.802,13.9165
2020-10-22,17:18:06+08:00,9,9,Results,13.8125,13.772,13.792,13.9025,13.796,13.879,13.933,13.8015,13.916
2020-10-22,17:19:13+08:00,9,9,Results,13.8225,13.812,13.828,13.865,13.779,13.8695,13.848,13.733,13.8455
2020-10-22,17:19:58+08:00,9,9,Results,13.8235,13.8125,13.828,13.8655,13.7795,13.8695,13.848,13.7325,13.8445
2020-10-22,17:21:04+08:00,9,9,Results,13.8255,13.8125,13.826,13.8655,13.7775,13.8655,13.8485,13.7305,13.8405
2020-10-22,17:21:41+08:00,9,9,Results,13.832,13.822,13.85,13.8545,13.7875,13.876,13.826,13.7365,13.8305
2020-10-22,17:22:39+08:00,9,9,Results,13.829,13.8175,13.8385,13.858,13.783,13.869,13.8315,13.7315,13.8245
2020-10-22,17:25:03+08:00,9,9,Results,13.835,13.818,13.831,13.864,13.7795,13.8615,13.8385,13.731,13.8195
2020-10-22,17:28:11+08:00,9,9,Results,13.835,13.818,13.831,13.864,13.7795,13.861,13.839,13.731,13.819
